iter	Logloss
250	0.2397464215
251	0.2397145444
252	0.2396869587
253	0.2396399198
254	0.2396025669
255	0.2395572515
256	0.2395360511
257	0.2394960752
258	0.2394537645
259	0.2394422561
260	0.2394020916
261	0.2393609043
262	0.2393367962
263	0.2392926877
264	0.2392468072
265	0.2392093943
266	0.2391800933
267	0.2391322754
268	0.2390994477
269	0.2390699946
270	0.2390343811
271	0.239000334
272	0.2389651144
273	0.2389079394
274	0.2388556244
275	0.238830937
276	0.2388034861
277	0.2387735576
278	0.2387310755
279	0.2387121805
280	0.2386624521
281	0.2386212077
282	0.2385938171
283	0.2385532085
284	0.2385257559
285	0.2384836571
286	0.2384640992
287	0.2384268593
288	0.2383988405
289	0.2383649091
290	0.2383252807
291	0.2382901162
292	0.2382510517
293	0.238219151
294	0.2381908059
295	0.2381310571
296	0.2381150074
297	0.2380882583
298	0.2380556627
299	0.2380175475
300	0.2379800954
301	0.237939773
302	0.2378999152
303	0.2378566896
304	0.2378139741
305	0.2377671388
306	0.2377222694
307	0.2376991111
308	0.2376703838
309	0.2376573177
310	0.2376027966
311	0.2375712733
312	0.2375316546
313	0.237508462
314	0.2374565856
315	0.2374299773
316	0.2373792793
317	0.2373501198
318	0.2373139682
319	0.2372925527
320	0.2372623394
321	0.237220979
322	0.2371774891
323	0.2371308055
324	0.2371085083
325	0.2370864741
326	0.2370586001
327	0.237030779
328	0.2370056148
329	0.2369795869
330	0.2369436322
331	0.2369169393
332	0.2368750003
333	0.2368539448
334	0.2368248671
335	0.236798423
336	0.236776021
337	0.2367545898
338	0.2367123043
339	0.2366847454
340	0.2366562608
341	0.236616596
342	0.2365814827
343	0.2365482449
344	0.23650724
345	0.2364923751
346	0.2364720021
347	0.2364304752
348	0.2363884044
349	0.2363480526
350	0.2363073199
351	0.2362711653
352	0.2362488737
353	0.2362037018
354	0.2361656654
355	0.2361193359
356	0.2360870318
357	0.2360458514
358	0.2360270598
359	0.2360032096
360	0.2359820279
361	0.235943374
362	0.2359134456
363	0.2358740396
364	0.2358183104
365	0.2357866302
366	0.2357545526
367	0.2357332313
368	0.2357088205
369	0.2356875347
370	0.2356616763
371	0.2356195052
372	0.2355907244
373	0.2355484199
374	0.2355067236
375	0.2354641967
376	0.2354178327
377	0.2353836849
378	0.2353649573
379	0.2353136323
380	0.2352753158
381	0.2352534922
382	0.2352218414
383	0.2352004308
384	0.2351762159
385	0.2351399825
386	0.235106637
387	0.235071092
388	0.2350311803
389	0.2349904012
390	0.2349557438
391	0.2349297731
392	0.234896739
393	0.2348666547
394	0.2348341029
395	0.2348027555
396	0.2347670031
397	0.2347355061
398	0.2347002663
399	0.2346775965
400	0.2346420688
401	0.2346261209
402	0.2346081118
403	0.2345756302
404	0.2345405068
405	0.2344974161
406	0.2344582267
407	0.2344178225
408	0.2343799212
409	0.2343656033
410	0.2343291438
411	0.2342932008
412	0.2342490982
413	0.234228436
414	0.2341947679
415	0.234179047
416	0.2341437494
417	0.2341272177
418	0.2341072389
419	0.2340605249
420	0.2340402894
421	0.2340105119
422	0.2339675986
423	0.2339351129
424	0.2339257164
425	0.2338993827
426	0.2338725352
427	0.2338514471
428	0.2338018102
429	0.2337797826
430	0.2337537026
431	0.2337092964
432	0.2336700219
433	0.2336475791
434	0.2336199436
435	0.2335869448
436	0.2335794805
437	0.233558584
438	0.233532389
439	0.2335221433
440	0.2335039831
441	0.2334813306
442	0.2334399292
443	0.2333929047
444	0.2333635975
445	0.2333298443
446	0.2332989657
447	0.2332675175
448	0.2332425611
449	0.2332202715
450	0.2331948233
451	0.2331689071
452	0.233141375
453	0.2331032222
454	0.2330662062
455	0.2330342659
456	0.2330170798
457	0.2329904564
458	0.2329714946
459	0.2329366898
460	0.2329215942
461	0.2328973211
462	0.2328663981
463	0.2328393097
464	0.2328070298
465	0.2327712487
466	0.2327385713
467	0.2326965553
468	0.232660501
469	0.2326294405
470	0.2326044447
471	0.2325663789
472	0.2325384737
473	0.2325111635
474	0.2324627306
475	0.2324371237
476	0.2324015344
477	0.232354774
478	0.2323255231
479	0.2322899164
480	0.2322680706
481	0.2322222457
482	0.2321857503
483	0.2321490221
484	0.23210634
485	0.2320709621
486	0.2320298262
487	0.2319956691
488	0.2319577679
489	0.231929506
490	0.2319060623
491	0.2318999205
492	0.2318597014
493	0.231842563
494	0.2318025303
495	0.231786176
496	0.2317436636
497	0.231733178
498	0.23171097
499	0.2316745995
500	0.2316378074
501	0.2316069207
502	0.2315715217
503	0.2315556649
504	0.2315284872
505	0.2314978869
506	0.2314635647
507	0.2314203175
508	0.2313982128
509	0.2313547529
510	0.2313271501
511	0.2312998406
512	0.2312664218
513	0.2312375465
514	0.2312081694
515	0.2311697077
516	0.2311358753
517	0.2310905532
518	0.2310699699
519	0.2310296552
520	0.2310074367
521	0.2309842887
522	0.2309581765
523	0.2309302634
524	0.2308939219
525	0.2308526014
526	0.2308324775
527	0.2307999889
528	0.2307938776
529	0.2307797231
530	0.2307348664
531	0.2307151206
532	0.2306649901
533	0.2306347012
534	0.2306207044
535	0.2305834115
536	0.2305680084
537	0.2305406254
538	0.2305163653
539	0.2305022088
540	0.2304596169
541	0.2304227879
542	0.2303870291
543	0.230380668
544	0.2303553288
545	0.2303228844
546	0.2302890387
547	0.230268736
548	0.2302528992
549	0.2302288421
550	0.2302023302
551	0.2301610172
552	0.2301242546
553	0.2301024868
554	0.2300731562
555	0.2300478096
556	0.2300332822
557	0.2299962818
558	0.2299589414
559	0.2299408964
560	0.2299021592
561	0.2298575578
562	0.2298293631
563	0.2297980558
564	0.2297655994
565	0.2297469638
566	0.2297370365
567	0.2297119117
568	0.2296723414
569	0.2296475195
570	0.2296054598
571	0.2295601331
572	0.2295192619
573	0.2294973229
574	0.2294930721
575	0.2294614195
576	0.2294335313
577	0.2294068649
578	0.2293724891
579	0.2293559793
580	0.2293258993
581	0.2292977591
582	0.2292543711
583	0.2292198389
584	0.2292067346
585	0.2291705979
586	0.2291297998
587	0.2291057821
588	0.2290828165
589	0.2290606139
590	0.2290415972
591	0.2290031826
592	0.2289844949
593	0.2289619042
594	0.2289324957
595	0.2288993983
596	0.2288674488
597	0.2288280457
598	0.228812457
599	0.2287714027
600	0.2287577004
601	0.2287338442
602	0.2286971743
603	0.2286600382
604	0.2286221147
605	0.2285911121
606	0.2285711369
607	0.2285421476
608	0.2285174682
609	0.2284815715
610	0.2284596301
611	0.2284581806
612	0.2284256215
613	0.228391304
614	0.2283660996
615	0.2283305437
616	0.2283063105
617	0.228287481
618	0.2282471567
619	0.2282160719
620	0.2281871616
621	0.2281767039
622	0.2281449791
623	0.228127708
624	0.228101764
625	0.2280680108
626	0.2280291257
627	0.2280095528
628	0.227983324
629	0.2279740595
630	0.2279423888
631	0.2279214754
632	0.2278876114
633	0.2278607099
634	0.2278453291
635	0.2278215295
636	0.2277750176
637	0.2277543221
638	0.2277468271
639	0.2277130046
640	0.2276701314
641	0.2276447248
642	0.2276036937
643	0.227575949
644	0.2275551757
645	0.2275441634
646	0.2275148741
647	0.2274885197
648	0.22745347
649	0.2274234419
650	0.2273986801
651	0.2273589456
652	0.2273299839
653	0.227298089
654	0.2272692829
655	0.227242483
656	0.2272027132
657	0.2271650171
658	0.2271396451
659	0.2271214281
660	0.2271021053
661	0.2270879607
662	0.2270570258
663	0.2270329478
664	0.2269953586
665	0.2269731942
666	0.226954265
667	0.226929493
668	0.2268941005
669	0.2268672203
670	0.2268521296
671	0.226833876
672	0.2267976371
673	0.2267601677
674	0.2267282849
675	0.2267086464
676	0.2267034611
677	0.2266708989
678	0.2266503987
679	0.2266222629
680	0.2265896475
681	0.2265547351
682	0.2265300112
683	0.2265008069
684	0.2264592679
685	0.2264268438
686	0.2264003164
687	0.2263736975
688	0.2263431072
689	0.2263154403
690	0.2262906163
691	0.2262816915
692	0.2262704228
693	0.2262428829
694	0.2262176399
695	0.2261748504
696	0.226146302
697	0.2261186932
698	0.2260805247
699	0.2260516647
700	0.2260206449
701	0.2259900254
702	0.2259685481
703	0.2259482092
704	0.2259268869
705	0.2259024194
706	0.2258716805
707	0.2258461605
708	0.2258327023
709	0.2258040814
710	0.2257766398
711	0.2257377775
712	0.225706295
713	0.225668299
714	0.2256351951
715	0.2256136239
716	0.2256039624
717	0.2255703323
718	0.2255329775
719	0.2255131275
720	0.2254905234
721	0.2254588592
722	0.2254257472
723	0.2253928259
724	0.2253776458
725	0.2253332866
726	0.2253152629
727	0.2252915156
728	0.2252500326
729	0.225211848
730	0.2251775731
731	0.2251510311
732	0.2251337472
733	0.2251154556
734	0.2250834939
735	0.2250574379
736	0.2250219854
737	0.2250090133
738	0.2249807286
739	0.2249587089
740	0.2249373745
741	0.2248945446
742	0.2248558857
743	0.2248250268
744	0.2248205354
745	0.2247714709
746	0.2247417523
747	0.2247130117
748	0.2246859331
749	0.2246577322
750	0.2246358797
751	0.2246125851
752	0.2245820224
753	0.224547633
754	0.2245102759
755	0.2244780977
756	0.2244520826
757	0.2244239669
758	0.2244035365
759	0.2243785892
760	0.2243478821
761	0.2243310272
762	0.2243174281
763	0.2242906241
764	0.2242865703
765	0.224266313
766	0.2242320428
767	0.2241950534
768	0.2241719272
769	0.2241562406
770	0.2241288101
771	0.2241049156
772	0.2240721588
773	0.2240431844
774	0.2240237355
775	0.2239969551
776	0.223973181
777	0.2239554896
778	0.2239496584
779	0.2239090144
780	0.2238770954
781	0.223860819
782	0.2238385169
783	0.2238179206
784	0.2237898836
785	0.2237677341
786	0.2237369704
787	0.2237226278
788	0.2237091851
789	0.2236821931
790	0.2236657233
791	0.2236314698
792	0.2236177259
793	0.2235932249
794	0.2235597882
795	0.2235260804
796	0.2234871663
797	0.223457094
798	0.2234186356
799	0.2233911358
800	0.2233741236
801	0.2233555188
802	0.2233229389
803	0.223304044
804	0.2232991612
805	0.2232796677
806	0.2232721231
807	0.2232583818
808	0.223233957
809	0.2232077596
810	0.2231714105
811	0.2231420209
812	0.2231147534
813	0.2230737548
814	0.2230494811
815	0.2230006621
816	0.222964572
817	0.2229321901
818	0.2229111861
819	0.2228879069
820	0.2228719317
821	0.222842587
822	0.2228088298
823	0.2227825659
824	0.2227707016
825	0.2227387328
826	0.2227292558
827	0.2226993104
828	0.222668981
829	0.2226444293
830	0.2226188378
831	0.2225877825
832	0.2225603686
833	0.2225309292
834	0.2225044488
835	0.2224789967
836	0.2224723926
837	0.2224659393
838	0.2224419744
839	0.2224218845
840	0.2223915938
841	0.22236612
842	0.2223636534
843	0.2223320323
844	0.2222926418
845	0.2222775296
846	0.2222556657
847	0.2222303565
848	0.2222064332
849	0.2221937664
850	0.2221547853
851	0.2221370604
852	0.2221107011
853	0.2220763289
854	0.2220384325
855	0.2220332088
856	0.2220048045
857	0.2219830386
858	0.2219493962
859	0.2219178057
860	0.2219051031
861	0.2218849953
862	0.2218542426
863	0.2218214967
864	0.2217968774
865	0.2217568334
866	0.2217439147
867	0.2217161334
868	0.2216858213
869	0.2216756205
870	0.2216524678
871	0.2216224293
872	0.2215971788
873	0.2215928038
874	0.2215546741
875	0.2215315785
876	0.221504789
877	0.2214666742
878	0.2214368548
879	0.2214073567
880	0.2213907689
881	0.2213615419
882	0.2213378651
883	0.2213037178
884	0.2212658392
885	0.2212571021
886	0.2212284402
887	0.2212083738
888	0.2211780407
889	0.2211335634
890	0.2211022791
891	0.2210762813
892	0.2210569347
893	0.221033238
894	0.2210078016
895	0.2209972589
896	0.2209801035
897	0.2209568298
898	0.2209276858
899	0.2209090257
900	0.220898505
901	0.2208901011
902	0.2208628135
903	0.2208138191
904	0.2207767361
905	0.2207525311
906	0.2207339927
907	0.2207050776
908	0.2206828341
909	0.2206548051
910	0.2206349578
911	0.2206151515
912	0.2205883649
913	0.2205645666
914	0.2205353444
915	0.2204993748
916	0.220469934
917	0.2204347376
918	0.2204102062
919	0.2203771569
920	0.220354
921	0.2203257483
922	0.2202891935
923	0.2202694403
924	0.2202446467
925	0.2202108484
926	0.2201833918
927	0.2201621808
928	0.2201322628
929	0.2201132591
930	0.2200872451
931	0.2200553207
932	0.2200305825
933	0.2200054489
934	0.219975139
935	0.2199565731
936	0.2199289759
937	0.2199080024
938	0.2198690021
939	0.2198497544
940	0.2198207301
941	0.219820408
942	0.2197943482
943	0.2197655394
944	0.2197538404
945	0.2197225709
946	0.2196884851
947	0.2196560762
948	0.2196134472
949	0.2196106377
950	0.219587276
951	0.2195558637
952	0.2195291246
953	0.219498776
954	0.2194981131
955	0.219484097
956	0.21946075
957	0.2194411604
958	0.2194165827
959	0.2194025289
960	0.2193800981
961	0.2193673371
962	0.2193385182
963	0.2193047851
964	0.2192865592
965	0.2192595713
966	0.2192219495
967	0.2192095619
968	0.2191685163
969	0.2191443048
970	0.21910785
971	0.2190816842
972	0.2190489081
973	0.2190145409
974	0.2189964598
975	0.2189722441
976	0.218953152
977	0.2189113232
978	0.2188967794
979	0.2188710934
980	0.2188337792
981	0.2188066616
982	0.2187804656
983	0.2187548949
984	0.2187242107
985	0.2186910219
986	0.2186594742
987	0.2186454436
988	0.218609953
989	0.2185677764
990	0.2185443429
991	0.2185440924
992	0.2185361694
993	0.218508006
994	0.2184805034
995	0.2184568416
996	0.2184375603
997	0.2184051082
998	0.2183868755
999	0.218349063
